2024-02-10 20:47:03,041 - INFO - Successfully connected to PostgreSQL database - localhost:5432
2024-02-10 20:47:04,166 - INFO - Successfully modified a record in PostgreSQL database, Table: user_information | Key: liran121214
2024-02-10 20:47:30,753 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,758 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,762 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,767 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,771 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,775 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,780 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,784 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,788 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,791 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,795 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,799 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,803 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,807 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:47:30,811 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:52:48,406 - INFO - Successfully connected to PostgreSQL database - localhost:5432
2024-02-10 20:52:49,516 - INFO - Successfully modified a record in PostgreSQL database, Table: user_information | Key: liran121214
2024-02-10 20:53:34,780 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,784 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,788 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,792 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,797 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,801 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,805 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,809 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,814 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,818 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,822 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,825 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,830 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,847 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:53:34,851 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,863 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,869 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,874 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,880 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,886 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,892 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,898 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,903 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:54:32,909 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,330 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,337 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,345 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,352 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,360 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,367 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 20:55:51,374 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:01:11,930 - INFO - Successfully connected to PostgreSQL database - localhost:5432
2024-02-10 21:01:13,278 - INFO - Successfully modified a record in PostgreSQL database, Table: user_information | Key: liran121214
2024-02-10 21:03:49,980 - INFO - Successfully connected to PostgreSQL database - localhost:5432
2024-02-10 21:03:51,186 - INFO - Successfully modified a record in PostgreSQL database, Table: user_information | Key: liran121214
2024-02-10 21:04:31,678 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,684 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,688 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,692 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,695 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,699 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,703 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,708 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,712 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,715 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,719 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,724 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,729 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,732 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:04:31,736 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:05:53,214 - INFO - Successfully connected to PostgreSQL database - localhost:5432
2024-02-10 21:05:54,314 - INFO - Successfully modified a record in PostgreSQL database, Table: user_information | Key: liran121214
2024-02-10 21:06:37,058 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,074 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,086 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,093 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,100 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,107 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,113 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,117 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,121 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,125 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,129 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,133 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,137 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,140 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:06:37,144 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,444 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,454 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,465 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,476 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,484 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,490 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:07:30,495 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,103 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,117 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,127 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,135 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,143 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,152 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,157 - INFO - Successfully added a new record to PostgreSQL database.
2024-02-10 21:08:51,162 - INFO - Successfully added a new record to PostgreSQL database.
